20191029_construction_row_167,X000523,COMPLETED,North Melbourne,98-104 Leveson Street NORTH MELBOURNE VIC 3051,4,0,-37.80175935,144.9518209
20191029_construction_row_168,X000518,COMPLETED,North Melbourne,15-33 Byron Street NORTH MELBOURNE VIC 3051,4,0,-37.80198135,144.9518409
20191029_construction_row_169,X000521,COMPLETED,North Melbourne,68-82 Leveson Street NORTH MELBOURNE VIC 3051,4,99,-37.80250243,144.9516987
20191029_construction_row_170,X000145,COMPLETED,Melbourne (CBD),16-22 Liverpool Street MELBOURNE VIC 3000,12,0,-37.81105993,144.971548
20191029_construction_row_171,X000173,COMPLETED,Melbourne (CBD),23-33 Lonsdale Street MELBOURNE VIC 3000,29,0,-37.80989265,144.9713817
20191029_construction_row_172,X000174,COMPLETED,Melbourne (CBD),Unilodge on Lonsdale 35-41 Lonsdale Street MELBOURNE VIC 3000,22,0,-37.80996062,144.9711505
20191029_construction_row_173,X000169,COMPLETED,Melbourne (CBD),103-105 Lonsdale Street MELBOURNE VIC 3000,3,0,-37.81049414,144.9692533
20191029_construction_row_174,X000171,COMPLETED,Melbourne (CBD),139-143 Lonsdale Street MELBOURNE VIC 3000,16,0,-37.81078621,144.9682613
20191029_construction_row_175,X000163,COMPLETED,Melbourne (CBD),269-321 Lonsdale Street MELBOURNE VIC 3000,5,0,-37.81247167,144.9639296
20191029_construction_row_176,X000152,COMPLETED,Melbourne (CBD),617-639 Lonsdale Street MELBOURNE VIC 3000,50,0,-37.81542152,144.9536247
20191029_construction_row_177,X000154,COMPLETED,Melbourne (CBD),617-639 Lonsdale Street MELBOURNE VIC 3000,47,0,-37.81542152,144.9536247
20191029_construction_row_178,X000193,COMPLETED,Melbourne (CBD),University City Apartments 402-408 Lonsdale Street MELBOURNE VIC 3000,13,0,-37.81245056,144.9603272
20191029_construction_row_179,X000190,COMPLETED,Melbourne (CBD),364-372 Lonsdale Street MELBOURNE VIC 3000,6,0,-37.81223072,144.96147
20191029_construction_row_180,X000226,COMPLETED,Melbourne (CBD),Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,6,0,-37.81050923,144.9627706
20191029_construction_row_181,X000195,COMPLETED,Melbourne (CBD),QV Village 278-300 Swanston Street MELBOURNE VIC 3000,31,0,-37.81067869,144.965725
20191029_construction_row_182,X000196,COMPLETED,Melbourne (CBD),QV Village 278-300 Swanston Street MELBOURNE VIC 3000,5,0,-37.81067869,144.965725
20191029_construction_row_183,X000197,COMPLETED,Melbourne (CBD),QV Village 278-300 Swanston Street MELBOURNE VIC 3000,44,0,-37.81067869,144.965725
20191029_construction_row_184,X000198,COMPLETED,Melbourne (CBD),QV Village 278-300 Swanston Street MELBOURNE VIC 3000,48,0,-37.81067869,144.965725
20191029_construction_row_185,X000201,COMPLETED,Melbourne (CBD),166-170 Lonsdale Street MELBOURNE VIC 3000,15,0,-37.81056735,144.9673695
20191029_construction_row_186,X000477,COMPLETED,North Melbourne,15-23A Lothian Street NORTH MELBOURNE VIC 3051,3,0,-37.80379872,144.94407
20191029_construction_row_187,X000130,COMPLETED,Melbourne (CBD),451-457 Little Bourke Street MELBOURNE VIC 3000,5,0,-37.81446338,144.959416
