X000061,COMPLETED,Melbourne (CBD),41-43 Exhibition Street MELBOURNE VIC 3000,21,0,-37.81501688,144.9715755
X001142,COMPLETED,Docklands,Flinders Wharf Apartments 40-66 Siddeley Street DOCKLANDS VIC 3008,19,0,-37.82287313,144.952474
X000013,COMPLETED,Melbourne (CBD),YHA Melbourne Central 562-564 Flinders Street MELBOURNE VIC 3000,5,0,-37.82059587,144.9556322
X000011,COMPLETED,Melbourne (CBD),550-554 Flinders Street MELBOURNE VIC 3000,30,0,-37.82038867,144.9559669
X000010,COMPLETED,Melbourne (CBD),546-548 Flinders Street MELBOURNE VIC 3000,15,0,-37.82050212,144.9561483
X000009,COMPLETED,Melbourne (CBD),532-536 Flinders Street MELBOURNE VIC 3000,26,0,-37.82024208,144.9564353
X000017,COMPLETED,Melbourne (CBD),Q2 Tower 2-8 Queen Street MELBOURNE VIC 3000,12,0,-37.81858764,144.9627104
X000019,COMPLETED,Melbourne (CBD),The Empire Apartments 256-268 Flinders Street MELBOURNE VIC 3000,14,0,-37.81760667,144.9656281
X000031,COMPLETED,Melbourne (CBD),The Duke 142-148 Flinders Street MELBOURNE VIC 3000,3,0,-37.8164075,144.9700863
X000032,COMPLETED,Melbourne (CBD),The Duke 142-148 Flinders Street MELBOURNE VIC 3000,9,0,-37.8164075,144.9700863
X000027,COMPLETED,Melbourne (CBD),104-112 Flinders Street MELBOURNE VIC 3000,12,0,-37.81600514,144.9711552
X000036,COMPLETED,Melbourne (CBD),96-98 Flinders Street MELBOURNE VIC 3000,5,0,-37.81590142,144.971475
X000034,COMPLETED,Melbourne (CBD),82 Flinders Street MELBOURNE VIC 3000,27,0,-37.81587493,144.9719344
X000991,COMPLETED,West Melbourne (Industrial),620-628 Footscray Road WEST MELBOURNE VIC 3003,2,0,-37.80594063,144.9158128
X000289,COMPLETED,Melbourne (CBD),151-165 Franklin Street MELBOURNE VIC 3000,45,342,-37.8090435,144.9595688
X000316,COMPLETED,Melbourne (CBD),58-64 Franklin Street MELBOURNE VIC 3000,11,0,-37.80741732,144.9608156
X000677,COMPLETED,Kensington,1-13 Gatehouse Drive KENSINGTON VIC 3031,8,0,-37.79121717,144.9202883
X000960,COMPLETED,Parkville,Royal Melbourne Hospital 300-328 Grattan Street PARKVILLE VIC 3050,0,0,-37.798639,144.9563397
X000368,COMPLETED,Carlton,251-257 Cardigan Street CARLTON VIC 3053,4,0,-37.80077072,144.9651041
X000434,COMPLETED,Parkville,University of Melbourne 156-292 Grattan Street PARKVILLE VIC 3010,0,0,-37.79675468,144.9612401
X000435,COMPLETED,Parkville,University of Melbourne 156-292 Grattan Street PARKVILLE VIC 3010,6,0,-37.79675468,144.9612401
X000642,COMPLETED,Kensington,16-28 Bent Street KENSINGTON VIC 3031,5,0,-37.7955797,144.9347421
X000578,COMPLETED,West Melbourne (Residential),101-107 Hawke Street WEST MELBOURNE VIC 3003,4,0,-37.80771071,144.9467614
X000542,COMPLETED,North Melbourne,3-11 High Street NORTH MELBOURNE VIC 3051,8,0,-37.79958363,144.9538188
X000671,COMPLETED,Kensington,65-69 Hobsons Road KENSINGTON VIC 3031,1,0,-37.79641837,144.9169559
X000500,COMPLETED,North Melbourne,38-40 Howard Street NORTH MELBOURNE VIC 3051,4,0,-37.8043655,144.954187
X000497,COMPLETED,North Melbourne,22-26 Howard Street NORTH MELBOURNE VIC 3051,4,0,-37.80471878,144.9543084
X000571,COMPLETED,West Melbourne (Residential),86-90 Ireland Street WEST MELBOURNE VIC 3003,3,0,-37.80656059,144.9436122
X000569,COMPLETED,West Melbourne (Residential),74-80 Ireland Street WEST MELBOURNE VIC 3003,3,0,-37.80667311,144.9438946
X000572,COMPLETED,West Melbourne (Residential),26-32 Ireland Street WEST MELBOURNE VIC 3003,4,0,-37.8074106,144.945337
X000243,COMPLETED,West Melbourne (Residential),55-63 Jeffcott Street WEST MELBOURNE VIC 3003,14,0,-37.8121999,144.9517978
X000280,COMPLETED,West Melbourne (Residential),Cityside 50-64 Jeffcott Street WEST MELBOURNE VIC 3003,15,0,-37.81157691,144.951613
X000944,COMPLETED,Melbourne (Remainder),Yarra Boathouses 1-7 Boathouse Drive MELBOURNE VIC 3004,3,0,-37.81990552,144.9705641
X000359,COMPLETED,Carlton,101-111 Neill Street CARLTON VIC 3053,3,0,-37.79470004,144.9716134
X000625,COMPLETED,West Melbourne (Industrial),133-165 Kensington Road WEST MELBOURNE VIC 3003,1,0,-37.79963865,144.9191747
X000006,COMPLETED,Melbourne (CBD),27-31 King Street MELBOURNE VIC 3000,6,0,-37.81975556,144.9569486
X000179,COMPLETED,Melbourne (CBD),Hotel Sophia 277-287 King Street MELBOURNE VIC 3000,3,0,-37.81367556,144.9541999
X000180,COMPLETED,Melbourne (CBD),Hotel Sophia 277-287 King Street MELBOURNE VIC 3000,4,0,-37.81367556,144.9541999
X000241,COMPLETED,West Melbourne (Residential),369-379 King Street WEST MELBOURNE VIC 3003,6,0,-37.81166295,144.9532516
X000183,COMPLETED,Melbourne (CBD),262-274 King Street MELBOURNE VIC 3000,18,0,-37.81372383,144.9549299
X000250,COMPLETED,Melbourne (CBD),378-392 La Trobe Street MELBOURNE VIC 3000,22,0,-37.81091468,144.9580435
X000254,COMPLETED,Melbourne (CBD),312-318 La Trobe Street MELBOURNE VIC 3000,24,0,-37.81028876,144.9600702
X000272,COMPLETED,Melbourne (CBD),58-66 La Trobe Street MELBOURNE VIC 3000,4,0,-37.80829651,144.9669434
X000398,COMPLETED,Carlton,97-113 Leicester Street CARLTON VIC 3053,8,0,-37.80336538,144.9601751
X000392,COMPLETED,Carlton,130-138 Leicester Street CARLTON VIC 3053,4,0,-37.80298579,144.9609861
X000389,COMPLETED,Carlton,108-128 Leicester Street CARLTON VIC 3053,14,5,-37.80334797,144.961044
X000387,COMPLETED,Carlton,100-106 Leicester Street CARLTON VIC 3053,10,0,-37.80370838,144.9608578
X000388,COMPLETED,Carlton,100-106 Leicester Street CARLTON VIC 3053,10,0,-37.80370838,144.9608578
X000529,COMPLETED,North Melbourne,91-101 Leveson Street NORTH MELBOURNE VIC 3051,4,0,-37.80197679,144.9508063
X000519,COMPLETED,North Melbourne,17-19 Arden Street NORTH MELBOURNE VIC 3051,2,0,-37.8013705,144.9517267
X000523,COMPLETED,North Melbourne,98-104 Leveson Street NORTH MELBOURNE VIC 3051,4,0,-37.80175935,144.9518209
X000518,COMPLETED,North Melbourne,15-33 Byron Street NORTH MELBOURNE VIC 3051,4,0,-37.80198135,144.9518409
X000521,COMPLETED,North Melbourne,68-82 Leveson Street NORTH MELBOURNE VIC 3051,4,99,-37.80250243,144.9516987
X000145,COMPLETED,Melbourne (CBD),16-22 Liverpool Street MELBOURNE VIC 3000,12,0,-37.81105993,144.971548
X000173,COMPLETED,Melbourne (CBD),23-33 Lonsdale Street MELBOURNE VIC 3000,29,0,-37.80989265,144.9713817
X000174,COMPLETED,Melbourne (CBD),Unilodge on Lonsdale 35-41 Lonsdale Street MELBOURNE VIC 3000,22,0,-37.80996062,144.9711505
X000169,COMPLETED,Melbourne (CBD),103-105 Lonsdale Street MELBOURNE VIC 3000,3,0,-37.81049414,144.9692533
X000171,COMPLETED,Melbourne (CBD),139-143 Lonsdale Street MELBOURNE VIC 3000,16,0,-37.81078621,144.9682613
X000163,COMPLETED,Melbourne (CBD),269-321 Lonsdale Street MELBOURNE VIC 3000,5,0,-37.81247167,144.9639296
X000152,COMPLETED,Melbourne (CBD),617-639 Lonsdale Street MELBOURNE VIC 3000,50,0,-37.81542152,144.9536247
X000154,COMPLETED,Melbourne (CBD),617-639 Lonsdale Street MELBOURNE VIC 3000,47,0,-37.81542152,144.9536247
X000193,COMPLETED,Melbourne (CBD),University City Apartments 402-408 Lonsdale Street MELBOURNE VIC 3000,13,0,-37.81245056,144.9603272
X000190,COMPLETED,Melbourne (CBD),364-372 Lonsdale Street MELBOURNE VIC 3000,6,0,-37.81223072,144.96147
X000226,COMPLETED,Melbourne (CBD),Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,6,0,-37.81050923,144.9627706
X000195,COMPLETED,Melbourne (CBD),QV Village 278-300 Swanston Street MELBOURNE VIC 3000,31,0,-37.81067869,144.965725
X000196,COMPLETED,Melbourne (CBD),QV Village 278-300 Swanston Street MELBOURNE VIC 3000,5,0,-37.81067869,144.965725
X000197,COMPLETED,Melbourne (CBD),QV Village 278-300 Swanston Street MELBOURNE VIC 3000,44,0,-37.81067869,144.965725
X000198,COMPLETED,Melbourne (CBD),QV Village 278-300 Swanston Street MELBOURNE VIC 3000,48,0,-37.81067869,144.965725
X000201,COMPLETED,Melbourne (CBD),166-170 Lonsdale Street MELBOURNE VIC 3000,15,0,-37.81056735,144.9673695
X000477,COMPLETED,North Melbourne,15-23A Lothian Street NORTH MELBOURNE VIC 3051,3,0,-37.80379872,144.94407
X000130,COMPLETED,Melbourne (CBD),451-457 Little Bourke Street MELBOURNE VIC 3000,5,0,-37.81446338,144.959416
X000160,COMPLETED,Melbourne (CBD),372-378 Little Bourke Street MELBOURNE VIC 3000,6,0,-37.81342468,144.9614805
X000164,COMPLETED,Melbourne (CBD),Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,13,0,-37.81292592,144.9631275
X000090,COMPLETED,Melbourne (CBD),25-35 Little Collins Street MELBOURNE VIC 3000,32,40,-37.81289879,144.9727056
X000069,COMPLETED,Melbourne (CBD),601-611 Little Collins Street MELBOURNE VIC 3000,8,0,-37.81802841,144.9549044
X000110,COMPLETED,Melbourne (CBD),Council House 2 218-242 Little Collins Street MELBOURNE VIC 3000,11,0,-37.81413224,144.9668095
X000261,COMPLETED,Melbourne (CBD),22-32 Little La Trobe Street MELBOURNE VIC 3000,18,0,-37.80917171,144.9626725
X000491,COMPLETED,North Melbourne,29-31 Little Leveson Street NORTH MELBOURNE VIC 3051,2,0,-37.80418275,144.9515213
X000185,COMPLETED,Melbourne (CBD),551-555 Little Lonsdale Street MELBOURNE VIC 3000,3,0,-37.81329565,144.9555651
X000186,COMPLETED,Melbourne (CBD),Metro Park West Apartments 557-561 Little Lonsdale Street MELBOURNE VIC 3000,25,0,-37.81335272,144.9553662
X000209,COMPLETED,Melbourne (CBD),466-468 Little Lonsdale Street MELBOURNE VIC 3000,5,0,-37.81290461,144.955573
X000212,COMPLETED,Melbourne (CBD),La Banque Apartments 380-386 Little Lonsdale Street MELBOURNE VIC 3000,36,0,-37.81209822,144.9581022
X000217,COMPLETED,Melbourne (CBD),280-294 Little Lonsdale Street MELBOURNE VIC 3000,36,107,-37.81127448,144.9609411
X000218,COMPLETED,Melbourne (CBD),280-294 Little Lonsdale Street MELBOURNE VIC 3000,40,125,-37.81127448,144.9609411
X000234,COMPLETED,Melbourne (CBD),158-162 Little Lonsdale Street MELBOURNE VIC 3000,9,0,-37.80954011,144.9671868
X000236,COMPLETED,Melbourne (CBD),EastEnd Apartments 2-14 Exploration Lane MELBOURNE VIC 3000,30,0,-37.8091399,144.9684463
X000371,COMPLETED,Carlton,204-218 Lygon Street CARLTON VIC 3053,7,0,-37.80218764,144.9671431
X000376,COMPLETED,Carlton,98-126 Lygon Street CARLTON VIC 3053,5,0,-37.80443771,144.9667019
X000457,COMPLETED,North Melbourne,135-173 Macaulay Road NORTH MELBOURNE VIC 3051,1,0,-37.79747129,144.9405564
X000445,COMPLETED,North Melbourne,275-285 MacAulay Road NORTH MELBOURNE VIC 3051,2,0,-37.79551317,144.9376304
X000446,COMPLETED,North Melbourne,287-313 MacAulay Road NORTH MELBOURNE VIC 3051,2,0,-37.79545188,144.9371088
X000268,COMPLETED,Melbourne (CBD),Mackenzie Tower 27-39 MacKenzie Street MELBOURNE VIC 3000,32,0,-37.8078113,144.9669523
X000099,COMPLETED,Melbourne (CBD),18-22 McKillop Street MELBOURNE VIC 3000,7,0,-37.8151458,144.9618186
X000961,COMPLETED,Parkville,Evo Apartments 107-115 Manningham Street PARKVILLE VIC 3052,6,188,-37.78442153,144.9406843
X000962,COMPLETED,Parkville,125-133 Manningham Street PARKVILLE VIC 3052,1,0,-37.78384346,144.9403735
X000963,COMPLETED,Parkville,125-133 Manningham Street PARKVILLE VIC 3052,2,0,-37.78384346,144.9403735
X000051,COMPLETED,Melbourne (CBD),54-60 Market Street MELBOURNE VIC 3000,24,0,-37.81777732,144.9608187
X001077,COMPLETED,Docklands,Victoria Harbour Precinct 938 Collins Street DOCKLANDS VIC 3008,3,0,-37.81977616,144.9367403
X000504,COMPLETED,North Melbourne,15-19 O'Connell Street NORTH MELBOURNE VIC 3051,4,0,-37.80543275,144.9578386
X000506,COMPLETED,North Melbourne,21-27 O'Connell Street NORTH MELBOURNE VIC 3051,4,0,-37.8052506,144.9576484
X000431,COMPLETED,Carlton,9-13 Earl Street CARLTON VIC 3053,8,0,-37.80616681,144.9654309
X000361,COMPLETED,Carlton,111-149 Nicholson Street CARLTON VIC 3053,8,0,-37.79730914,144.974439
X000597,COMPLETED,West Melbourne (Residential),39-47 Peel Street WEST MELBOURNE VIC 3003,4,0,-37.80717882,144.9554125
